fips,county,year,population,x18,x65_and_over,african_american,american_indian_alaskan_native,asian,native_hawaiian_other_pacific_islander,hispanic,percent_not_proficient_in_english,female,rural,diabetes,physical_inactivity.x,percent_high_housing_costs,percent_free_lunch,percent_drive_alone,percent_diabetic,percent_illiterate,zip_codes_with_healthy_foods,number_zip_codes.x,percent_healthy_foods,percent_park_access,percent_food_insecure,number_limited_access.x,percent_limited_access.x,percent_asian,number_food_insecure,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_insufficient_sleep,segregation_index,segregation_index_2,percent_free_or_reduced_lunch,percent_limited_access_to_healthy_foods,deaths,ypll_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,percent_lbw,percent_smokers,percent_obese,percent_excessive_drinking,sti_cases,rates_per_100_000,teen_births,percent_uninsured,pcp_no,no_of_medicare_enrollees,acsc_rate,percent_hb_a1c,mammography_rate,afgr,psed,percent_unemployed,percent_children_in_poverty,percent_no_social_emotional_support,percent_single_parent_households,violent_crimes,pm_days,ozone_days,zip_codes_with_healthy_food,number_zip_codes.y,percent_healthy_food,rec_facs,rec_fac_rate,physical_inactivity.y,motor_vehicle_deaths,number_pcp,number_medicare_enrollees,number_diabetics,number_households,number_limited_access.y,percent_limited_access.y,number_fast_foods,percent_fast_foods,live_births,percent_physically_inactive,dentist_ratio,percent_mammography,percent_some_college,annual_violent_crimes,average_daily_pm25,percent_pop_in_viol,number_rec_facilities,rec_facility_rate,food_environment_index,percent_with_access,percent_alcohol_impaired,mhp_ratio,graduation_rate,injury_deaths,number_household_with_severe_problems,percent_severe_housing_problems,number_deaths,number_live_births,number_primary_care_physicians,number_mental_health_providers,preventable_hosp_rate,percent_receiving_hb_a1c,number_associations,number_violent_crimes,number_injury_deaths,presence_of_violation
51063,Floyd,2011,15013,20.8,17.2,2.3,0.1,0.1,0,2.5,0.3,49.8,100,9.5,23.3,23.2,28.3,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,8207.9,12.7,2.8,3.5,6.7,NA,25.7,14.1,16,108,86,23.2,5,3831,73.106,92.4242,71.0145,75,47.6,7.7,16.7,NA,20.2,39,0,0,1,5,20,1,7,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51065,Fluvanna,2011,25732,22.7,14.7,17.2,0.2,0.5,0,2,1.3,53.8,69.9,10.6,23.3,29.1,15.4,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,6338.9,8.9,3.9,2.1,7.04,9.5,28.2,17.1,50,195.7,142,17.7,13,7794,53.3061,88.4774,69.3431,80,57.7,5.6,8.3,13.6,25.4,70,0,1,3,5,60,4,16,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51067,Franklin,2011,51924,20.5,16.3,8.9,0.2,0.4,0,2.1,1.9,50.7,90.7,10.2,23.5,24.8,35.7,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,7238.4,21.4,4.1,2.9,8.31,26.1,26.3,10.1,113,219.5,432,18.6,31,13226,71.4196,84.8387,57.2034,70,45,8.1,18.7,18.6,29.7,151,0,0,3,10,30,4,8,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51069,Frederick,2011,74972,25.6,11.4,4.7,0.2,1.3,0,5.9,3.2,49.9,49.4,9.1,24,32.6,17.7,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,6419.6,11.5,2.5,3.1,6.48,21.7,29.1,13.7,159,215.2,597,15.1,36,15645,79.7357,90.9524,62.4535,75,55.3,7.5,9.8,14.2,27,349,0,2,4,9,44.4,9,12,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51071,Giles,2011,17358,21.5,16.9,1.9,0.1,0.2,0,0.8,0.4,50.9,83.1,11.1,25.7,24,30.3,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,9575.6,21.2,5,4.1,6.78,26.4,24.7,8.6,26,150.7,145,15.8,9,5271,94.9882,91.0569,85.567,75,51.1,9,16.7,16.2,22.3,59,0,0,2,9,22.2,0,0,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51073,Gloucester,2011,39184,22.2,13.7,9.9,0.4,0.7,0.1,2.7,1,51.2,72,9.6,22.2,28.3,21,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,7474.5,14.8,3.9,3.3,7.51,23.8,25.7,16.4,79,204.4,274,20.6,21,9109,51.181,84.7291,64.7436,70,53.1,5.9,13.3,21.5,31.6,76,1,0,2,4,50,3,8,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51075,Goochland,2011,21311,19.9,13,21.2,0.2,1.1,0,1.4,1.5,49.8,93.2,9.5,22.6,25.5,16.4,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,7051.7,6,2.2,3.2,7.7,18.5,26,14.1,45,214.7,66,15.5,17,4034,44.6745,91.8367,64.5161,90,38.6,6.4,7.5,NA,16.4,198,1,1,2,10,20,1,5,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51077,Grayson,2011,15793,18.6,20.8,2.5,0.2,0.1,0.1,2.8,1.5,51,99.5,11.6,28.3,17.5,42,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,10398.3,21.7,3.7,4,7.48,NA,26.6,8.8,20,125.2,154,16.6,4,4547,75.9639,89.916,77.4648,70,44.7,10.8,25.7,15.5,30.4,63,0,0,1,6,16.7,0,0,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51079,Greene,2011,18421,25.4,12.5,6.9,0.2,0.9,0,3,2.2,50.7,100,8.7,23.1,32.8,22.1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,7949.7,14.7,3,2.8,6.73,NA,27.5,NA,26,144.7,187,20.9,8,3152,65.8697,89.8551,65.3846,80,43.9,5.8,10.9,NA,23.3,93,0,0,2,3,66.7,1,5,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51081,Greensville,2011,12049,18.4,10.8,60.5,0.1,0.4,0,1.6,1.7,37,64.4,11.3,27.8,24.9,61.3,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,8600.2,16.9,3.7,3.2,13.36,13.7,32.1,5.5,85,711,150,13.9,7,196,54.522,NA,NA,NA,25.6,9.2,22.7,NA,44.7,79,0,0,3,3,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51083,Halifax,2011,35258,22,19.8,36.6,0.3,0.4,0,1.8,1.2,52.6,76.2,14.7,33.2,30.3,47.3,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,10924.9,21.4,4.8,4,10.77,22.8,30.9,7.7,149,420.8,399,16.2,22,10865,69.3602,84.4512,60.5882,65,44.4,11.6,23.4,27.7,41.8,114,0,0,6,9,66.7,3,8,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51085,Hanover,2011,99933,25,12.8,10.1,0.3,1.3,0,1.7,1.2,50.7,43.4,9.3,19.7,25.5,7.2,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,5709.7,9.8,2.5,3.2,7.54,20.3,25.8,19.9,180,180.5,361,13.5,78,21170,41.7247,86.3636,64.7059,85,69.1,6.5,5.5,11.8,19.4,224,1,7,7,8,87.5,15,15,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51087,Henrico,2011,296415,23.8,12.7,28.1,0.4,5.4,0,4.1,5.4,52.6,5.7,9.1,23,34.1,24,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2668,6489,10.3,3.1,3.2,9.15,15.5,27,18.1,1308,447,1733,15.2,383,65420,45.8332,84.9604,69.8601,75,72,6.8,11.5,17.5,30.9,1744,3,10,13,14,92.9,52,18,NA,NA,NA,NA,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51089,Henry,2011,54888,20.5,17.5,22,0.2,0.6,0.1,7.5,3.7,50.9,64.8,12,30.1,28.1,45.6,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,9661.7,22,4.6,5.3,10.02,31,28.2,11,172,310.9,722,17.7,34,11650,95.4579,83.557,72.1649,65,45.4,14.1,24.5,24.9,41.6,480,0,0,5,7,71.4,5,9,NA,NA,NA,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51091,Highland,2011,2338,16.2,24.1,0.3,0.2,0.1,0,0.7,0,50.9,100,11.4,25,23.1,35.5,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,6481.5,NA,NA,NA,NA,NA,25.4,NA,2,82.4,NA,28.2,2,1009,91.7658,90.9091,66.6667,95,45.1,7.9,18.7,NA,26.6,2,0,0,1,6,16.7,0,0,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51093,Isle of Wight,2011,35877,22.7,13.9,24.7,0.3,0.7,0,1.9,1,51.1,66.1,11.9,25.6,28.9,24,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,6948.8,11,2.7,3,8.39,16,29.9,13.7,148,417.2,245,15.5,16,8045,56.3246,76.8889,69.6296,80,64.5,6.2,10.6,21.1,25.9,160,1,0,3,5,60,4,11,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51095,James City,2011,63735,20.8,19.2,13.9,0.2,2.1,0,3.4,2,51.4,28.7,9.5,21.7,32.5,18.5,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,5311.1,6.9,3.1,2.6,6.98,11.7,26,11.3,127,203.5,265,15.4,92,12357,42.7045,87.2727,79.3103,80,71.7,5.3,9,9.7,23.2,228,1,0,2,3,66.7,9,14,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51097,King and Queen,2011,6796,19.4,17.1,30.4,1.4,0.3,0,1,0.7,51.8,100,12.1,27.2,30.5,60.5,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,9271.1,NA,NA,NA,12.72,NA,30.3,NA,21,307.5,57,20.5,3,1731,51.3781,81.5789,75,45,31.3,7.8,16.6,NA,35.2,28,1,3,0,10,0,0,0,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51099,King George,2011,23557,27,9.4,18.9,0.4,1.3,0.1,3.4,1.1,49.8,100,8.9,23.4,30.6,19.6,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,7912.9,NA,3.1,1.9,7.7,NA,27.5,NA,56,241.7,186,17.7,5,3631,73.8612,88.6179,65.2778,85,64.3,7.7,8,NA,23.4,95,1,4,1,2,50,3,13,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51101,King William,2011,16225,25.3,11.7,18.7,1.3,0.4,0.1,1.6,0.1,50.9,80.5,9.9,23.3,28.1,19.7,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,7658.9,18,3.6,1.8,8.18,21.3,29.3,11.9,52,324.2,97,15.4,7,3381,56.7315,85.8824,57.377,85,53.6,6.9,8.2,NA,22.2,37,1,3,2,4,50,3,19,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51103,Lancaster,2011,11230,16.7,31.5,27.1,0.2,0.5,0.1,0.8,0.8,53.3,100,13.4,28.7,30.1,49.2,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,9890.4,10.1,3.7,6,10.26,NA,27,22.6,45,392.5,109,25.4,9,7037,48.6277,84.6715,61.4583,75,52.5,9.5,22.4,14.6,42.8,40,0,2,3,5,60,1,9,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51105,Lee,2011,25166,19.9,14.9,5.4,0.2,0.3,0,0.7,0.3,48.2,99.5,12.6,31.8,25.3,48.1,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,11182.5,29,6.1,4.9,9.09,28.4,32.6,9.3,54,230.3,250,16.5,12,5987,188.0161,80.1205,55.7692,50,43.6,7.1,33.8,23,29.9,90,0,0,3,8,37.5,0,0,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51107,Loudoun,2011,301171,29.8,6.4,8.3,0.3,13.1,0.1,10.7,10,50.2,15.7,6.6,19.5,39.2,8.9,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286,3986.5,9.5,2.5,2.5,6.73,13.7,23.3,18.7,415,143.1,785,12.9,236,27807,53.8508,85.4637,62.0219,95,83,4.6,3.5,12.4,12.9,853,1,14,13,18,72.2,43,15,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51109,Louisa,2011,33078,22,14.8,18.5,0.4,0.4,0,1.5,1.3,51.1,100,10.2,27.6,32.2,30.8,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,8176,15.2,4.4,3.7,9.14,31.6,28.7,15.6,92,281.2,278,18,4,8886,64.5519,87.5472,57.0652,75,41.7,7.7,13.9,17,32.8,114,0,1,3,3,100,3,9,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51111,Lunenburg,2011,12799,19.4,18.2,36.5,0.2,0.2,0,3.5,2.5,46.5,100,12.1,28.2,31.9,52,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,9856.9,21.6,3.8,4.1,9.32,22.2,31.1,13.3,51,394.1,136,19.2,5,3604,74.4956,84.9462,56.25,70,32.9,9.7,27.4,NA,48.8,58,1,0,2,4,50,1,8,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51113,Madison,2011,13702,21.4,17.5,11.1,0.2,0.6,0,1.5,0.8,51.1,100,9.9,23.4,27.3,19.8,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,7302.9,NA,2.2,3.6,7.27,NA,29.3,NA,13,95.3,113,24,9,3124,59.4396,92,76.5957,85,38.9,6.3,15.1,NA,28.3,34,0,5,6,15,40,1,7,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51115,Mathews,2011,8984,18,24,10.9,0.3,0.2,0,1.1,0.6,51.9,100,11.7,26,24.5,23.8,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,7661.1,NA,3.2,1,6.6,NA,27.6,11.2,13,143.8,46,21.5,4,3966,42.7487,89.5349,66.6667,90,53.2,5.4,13.8,NA,32,16,1,0,1,13,7.7,1,11,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51117,Mecklenburg,2011,31969,19.7,20.8,37.1,0.2,0.6,0,2.4,1.7,50.9,78.1,12.7,29.3,30.6,44.4,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,10166.2,18.1,3.8,3.6,10.54,29.8,29.9,14.9,168,522.4,346,18.8,23,10929,80.1681,82.4324,66.2791,70,38.8,11.2,24.5,24.6,47.3,237,0,0,5,10,50,4,12,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51119,Middlesex,2011,10731,15.9,25.7,18.6,0.3,0.1,0,1,1.7,51.6,100,11.9,27.4,27.6,30.4,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,9418.7,NA,1.5,2.5,9.38,NA,26.7,NA,26,245.6,76,25.3,11,3757,47.8338,79.7753,70.9677,75,39.1,6.8,20.4,NA,39.8,31,0,2,3,11,27.3,2,19,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51121,Montgomery,2011,91023,16.3,9.2,4.4,0.3,4.4,0,2.3,2.3,47.3,30.7,6.6,19.7,37.4,26.6,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,7143.2,12,3.2,3.7,7.01,15.4,26,19.2,217,241.2,450,30.2,59,14899,73.852,87.9479,69.3966,75,70,6.9,15.5,14.9,24.8,521,0,0,3,6,50,8,9,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51125,Nelson,2011,15487,19.1,20.4,13.2,0.2,0.2,0.1,3.1,2,51.3,100,10.7,23.5,26.2,37.5,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,8414.6,7.3,1.3,2.5,7.68,NA,26,7.6,36,235,122,21.3,10,5539,65.9444,87.5,56.0748,70,49.8,6.3,18.1,10.3,36.1,35,0,0,3,13,23.1,1,7,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51127,New Kent,2011,18112,21.8,10.5,14.7,1,0.6,0,1.8,0.4,49.3,100,9.5,21.6,24.9,12.5,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,5760.9,NA,2.5,3,7.12,NA,28.6,NA,34,190.7,85,17.1,5,4094,41.8561,89.7059,64.8352,80,53.4,6.9,8.1,7.8,27.5,90,1,0,2,5,40,1,6,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51131,Northampton,2011,13492,22.1,20.6,38.3,0.2,0.2,0,6.9,4.1,52.4,100,13.3,27.1,38,59.9,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,10492.8,20,3.7,3.6,9.08,21.8,29.8,18.5,76,566.5,184,23.8,14,4729,60.686,90.4,63.7931,65,46.3,7.9,30.6,17.2,47.5,80,1,0,1,5,20,1,7,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51133,Northumberland,2011,12995,16,30.3,25.2,0.1,0.4,0,1.5,0.1,52.2,100,13.2,28.2,26.8,35.9,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,9261.3,17.6,4.2,4.2,10.78,21.7,29.9,9.5,42,325.2,145,25.5,20,4796,44.4759,84.4444,62.1622,60,51.6,8.8,24.7,14.7,38.1,32,0,2,4,5,80,0,0,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51135,Nottoway,2011,15929,21,18.1,38.9,0.1,0.4,0.1,3.5,3.1,47.6,53.2,11.8,28.3,32.8,45.4,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,8147.8,21.9,4.2,3.6,11.58,18.8,31.3,NA,52,327.2,171,18.8,9,4768,63.2548,87.3874,65.2778,65,37.3,8.2,27.2,NA,42.4,119,2,0,2,3,66.7,1,6,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51137,Orange,2011,33600,22.9,17.8,13.8,0.2,0.7,0,3.2,1.9,51.3,66.9,9.9,24.4,33,24,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,7091,16.1,3.7,4.2,7.27,23.9,27,9.9,70,211.2,246,18,27,9636,64.8682,92.3423,62.6866,85,49.3,7.8,11.7,17.6,30.4,121,0,1,3,8,37.5,3,9,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51139,Page,2011,24070,21.1,17.6,2.5,0.2,0.3,0,1.5,1,50.9,79.5,9.5,25.2,26.2,34.8,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,6520.5,18.7,3.5,3.7,7.24,NA,28.4,16.4,27,111.7,271,18.8,10,6787,85.6106,85.2792,53.4483,75,33.2,11.9,20.8,NA,34.6,107,0,2,3,4,75,1,4,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51141,Patrick,2011,18636,18.9,20.7,6,0.2,0.3,0.1,2.7,1.8,50.9,100,11.4,27.4,18.5,41.7,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,7542.4,NA,5.6,5.2,6.74,24.6,27.5,9.9,33,175.1,137,19,5,6192,79.2609,90,72,70,48.3,11.4,24.4,NA,27,81,0,0,4,7,57.1,2,11,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
